id,name,sex,age,team,noc,year,season,city,sport,event,medal
1175,John Doe,F,38,USA,FRA,2020,Summer,Athens,Judo,Double Sculls,Silver
1176,Tom Lee,F,18,GER,USA,2000,Summer,Rio,Athletics,Judo -60kg,Gold
1177,Liu Wei,F,22,CHN,FRA,2020,Winter,Rio,Boxing,Marathon,Bronze
1178,Liu Wei,M,33,CAN,GER,2012,Summer,Beijing,Swimming,100m freestyle,Silver
1179,Tom Lee,F,23,UKR,UKR,2016,Summer,Rio,Athletics,100m freestyle,Bronze
1180,Anna Schmidt,F,25,GER,BRA,2008,Summer,Beijing,Boxing,Judo -60kg,Gold
1181,Carlos Gomez,M,30,USA,GER,2012,Summer,Rio,Rowing,Judo -60kg,
1182,Tom Lee,F,33,FRA,UKR,2016,Summer,London,Cycling,Lightweight Boxing,
1183,Kate Novak,M,20,CAN,UKR,2016,Winter,Tokyo,Athletics,Marathon,Gold
1184,Maria Ivanova,M,36,UKR,CAN,2020,Winter,London,Cycling,Double Sculls,Silver
1185,Carlos Gomez,M,29,USA,GER,2004,Summer,Beijing,Judo,Lightweight Boxing,Bronze
1186,Carlos Gomez,F,33,BRA,GER,2004,Winter,Beijing,Cycling,Double Sculls,Gold
1187,Liu Wei,F,28,CHN,FRA,2020,Summer,London,Athletics,Double Sculls,Silver
1188,Carlos Gomez,M,27,BRA,UKR,2020,Summer,Tokyo,Cycling,Double Sculls,Silver
1189,Tom Lee,F,37,CHN,UKR,2000,Summer,Tokyo,Swimming,Lightweight Boxing,
1190,Kate Novak,F,21,GER,UKR,2000,Summer,Athens,Athletics,100m freestyle,
1191,Kate Novak,F,29,UKR,FRA,2008,Summer,Rio,Boxing,Judo -60kg,Bronze
1192,John Doe,F,19,GER,CAN,2008,Summer,Athens,Cycling,100m freestyle,Bronze
1193,Kate Novak,M,39,CHN,GER,2008,Summer,Tokyo,Swimming,Marathon,
1194,Kate Novak,F,36,CHN,UKR,2008,Summer,London,Judo,Lightweight Boxing,
1195,Liu Wei,M,22,CHN,USA,2016,Summer,Rio,Judo,Marathon,
1196,Kate Novak,M,25,CAN,GER,2016,Winter,London,Cycling,Judo -60kg,Gold
1197,John Doe,F,24,USA,FRA,2000,Summer,Athens,Judo,Judo -60kg,Gold
1198,Maria Ivanova,M,31,UKR,CAN,2004,Summer,Beijing,Boxing,Sprint,Bronze
1199,Tom Lee,F,20,GER,USA,2020,Summer,London,Athletics,Marathon,Bronze
1200,Liu Wei,F,35,GER,FRA,2004,Summer,Athens,Swimming,100m freestyle,Gold
1201,Maria Ivanova,M,33,BRA,CHN,2012,Summer,Athens,Rowing,Marathon,Gold
1202,Liu Wei,M,36,CHN,GER,2016,Summer,Athens,Cycling,Lightweight Boxing,
1203,Anna Schmidt,M,36,FRA,CHN,2008,Summer,Beijing,Judo,Judo -60kg,
1204,Carlos Gomez,M,35,CHN,FRA,2008,Summer,Beijing,Athletics,Judo -60kg,Silver
1205,Anna Schmidt,F,37,CHN,FRA,2012,Summer,Beijing,Rowing,Marathon,
1206,Kate Novak,F,33,FRA,FRA,2004,Summer,Rio,Boxing,Marathon,Bronze
1207,Maria Ivanova,F,25,GER,UKR,2008,Summer,Beijing,Judo,Double Sculls,
1208,Kate Novak,M,18,BRA,CAN,2004,Summer,Beijing,Judo,Marathon,Silver
1209,Carlos Gomez,M,34,USA,UKR,2020,Summer,Beijing,Swimming,Double Sculls,Gold
1210,Liu Wei,M,29,FRA,CAN,2012,Summer,London,Boxing,Lightweight Boxing,Silver
1211,Carlos Gomez,F,38,CAN,BRA,2004,Summer,Beijing,Boxing,Lightweight Boxing,Silver
1212,John Doe,M,28,UKR,UKR,2020,Winter,Rio,Cycling,100m freestyle,Bronze
1213,Carlos Gomez,F,22,FRA,CHN,2004,Summer,Athens,Rowing,Marathon,Gold
1214,John Doe,M,29,USA,CAN,2004,Summer,London,Swimming,100m freestyle,
1215,Carlos Gomez,F,34,GER,UKR,2008,Summer,Tokyo,Cycling,Sprint,Gold
1216,Tom Lee,F,23,CAN,GER,2000,Summer,Beijing,Swimming,Lightweight Boxing,Gold
1217,John Doe,M,18,CAN,FRA,2016,Summer,Athens,Boxing,Judo -60kg,Bronze
1218,Maria Ivanova,M,22,CAN,CAN,2004,Winter,Athens,Swimming,Double Sculls,Bronze
1219,Kate Novak,F,31,CHN,CAN,2004,Winter,London,Swimming,Sprint,Silver
1220,Kate Novak,F,22,UKR,UKR,2004,Summer,Tokyo,Swimming,Judo -60kg,
1221,Anna Schmidt,M,39,GER,BRA,2000,Summer,Rio,Athletics,Sprint,Bronze
1222,Kate Novak,M,18,GER,UKR,2020,Summer,Athens,Athletics,100m freestyle,Bronze
1223,Liu Wei,F,35,CAN,CHN,2012,Summer,Athens,Rowing,100m freestyle,Bronze
1224,Tom Lee,M,33,GER,CHN,2008,Summer,Athens,Rowing,Double Sculls,Gold
1225,Carlos Gomez,F,26,UKR,CAN,2000,Summer,Athens,Boxing,Lightweight Boxing,Bronze
1226,Anna Schmidt,F,36,UKR,CAN,2020,Summer,London,Swimming,Double Sculls,
1227,Liu Wei,M,39,BRA,UKR,2004,Summer,Tokyo,Boxing,Judo -60kg,Gold
1228,Liu Wei,M,22,FRA,CHN,2020,Summer,Athens,Athletics,Sprint,Silver
1229,John Doe,M,19,FRA,CHN,2000,Summer,Rio,Swimming,Double Sculls,
1230,Kate Novak,M,32,BRA,BRA,2000,Summer,Rio,Cycling,Marathon,Silver
1231,Maria Ivanova,M,24,USA,GER,2000,Summer,Beijing,Athletics,Marathon,Silver
1232,Maria Ivanova,F,21,FRA,BRA,2012,Winter,Athens,Athletics,Lightweight Boxing,
1233,Anna Schmidt,F,18,UKR,USA,2016,Summer,Athens,Athletics,Double Sculls,Gold
1234,Tom Lee,M,30,UKR,FRA,2008,Summer,Athens,Swimming,Judo -60kg,Gold
1235,Maria Ivanova,M,37,FRA,BRA,2012,Summer,Athens,Rowing,Marathon,
1236,Carlos Gomez,M,39,UKR,UKR,2012,Summer,Athens,Judo,Lightweight Boxing,
1237,Maria Ivanova,F,24,BRA,GER,2016,Summer,Rio,Cycling,Double Sculls,Silver
1238,Anna Schmidt,M,32,CAN,UKR,2012,Summer,Tokyo,Cycling,Lightweight Boxing,Bronze
1239,Maria Ivanova,M,31,CAN,FRA,2000,Winter,Tokyo,Boxing,Judo -60kg,
1240,Carlos Gomez,F,36,GER,USA,2000,Summer,Beijing,Swimming,Marathon,Bronze
1241,John Doe,F,39,CAN,GER,2020,Summer,Rio,Rowing,Marathon,Silver
1242,Tom Lee,M,37,CHN,CAN,2004,Summer,Athens,Athletics,Marathon,Gold
1243,Anna Schmidt,M,35,BRA,CHN,2012,Winter,Tokyo,Judo,100m freestyle,Silver
1244,John Doe,M,27,UKR,BRA,2004,Summer,London,Swimming,Marathon,
1245,John Doe,F,26,FRA,UKR,2008,Winter,London,Swimming,Sprint,
1246,John Doe,M,25,CAN,USA,2000,Winter,London,Rowing,100m freestyle,
1247,Liu Wei,M,27,BRA,CHN,2020,Summer,Athens,Judo,Double Sculls,
1248,Tom Lee,M,34,CAN,BRA,2008,Winter,Athens,Athletics,100m freestyle,Bronze
1249,Kate Novak,F,19,USA,CHN,2020,Winter,Beijing,Swimming,100m freestyle,Silver
1250,Tom Lee,F,23,UKR,BRA,2016,Summer,Beijing,Cycling,100m freestyle,
1251,Liu Wei,M,22,USA,CAN,2000,Summer,Beijing,Cycling,Lightweight Boxing,Bronze
1252,Kate Novak,M,26,UKR,GER,2008,Summer,London,Judo,Sprint,Bronze
1253,Tom Lee,F,22,BRA,CHN,2016,Summer,Athens,Athletics,Judo -60kg,Gold
1254,John Doe,F,35,GER,CHN,2008,Summer,London,Judo,Marathon,
1255,Anna Schmidt,F,37,CAN,CHN,2020,Summer,Beijing,Swimming,100m freestyle,Silver
1256,Kate Novak,F,26,CAN,GER,2016,Summer,Athens,Cycling,Judo -60kg,Silver
1257,Carlos Gomez,F,34,CHN,USA,2016,Summer,Rio,Boxing,Lightweight Boxing,Bronze
1258,Carlos Gomez,F,34,FRA,BRA,2000,Summer,Tokyo,Judo,Judo -60kg,Bronze
1259,Maria Ivanova,F,29,USA,CAN,2004,Winter,Tokyo,Boxing,100m freestyle,Gold
1260,Kate Novak,F,24,CAN,CHN,2020,Summer,Beijing,Boxing,Double Sculls,
1261,Anna Schmidt,F,20,BRA,FRA,2020,Summer,London,Rowing,Sprint,Silver
1262,Liu Wei,M,27,GER,GER,2016,Summer,Rio,Cycling,Judo -60kg,Gold
1263,John Doe,M,19,FRA,USA,2016,Summer,Athens,Judo,100m freestyle,Silver
1264,Maria Ivanova,M,20,BRA,BRA,2000,Winter,London,Boxing,100m freestyle,Bronze
1265,Carlos Gomez,F,33,USA,GER,2004,Summer,Beijing,Swimming,Marathon,
1266,Liu Wei,M,19,CHN,CAN,2020,Summer,London,Rowing,Double Sculls,
1267,Liu Wei,F,27,CAN,CAN,2012,Winter,Beijing,Athletics,Marathon,
1268,John Doe,F,23,BRA,BRA,2012,Winter,Tokyo,Rowing,Double Sculls,Gold
1269,Kate Novak,M,39,FRA,CHN,2004,Summer,Tokyo,Athletics,Sprint,Gold
1270,Carlos Gomez,F,28,UKR,CAN,2008,Summer,London,Cycling,Marathon,Bronze
1271,Anna Schmidt,M,24,GER,USA,2000,Summer,Rio,Judo,Sprint,Silver
1272,Liu Wei,M,32,FRA,GER,2004,Summer,Athens,Judo,Lightweight Boxing,
1273,John Doe,M,23,BRA,USA,2012,Summer,Beijing,Athletics,Lightweight Boxing,Bronze
1274,Anna Schmidt,F,37,GER,CHN,2016,Summer,Athens,Swimming,Double Sculls,
1275,Kate Novak,M,26,CAN,USA,2012,Winter,Tokyo,Athletics,Double Sculls,Silver
1276,Carlos Gomez,F,39,UKR,USA,2016,Summer,Rio,Athletics,Marathon,Silver
1277,Kate Novak,M,37,CHN,UKR,2000,Summer,Rio,Judo,Lightweight Boxing,Bronze
1278,Liu Wei,M,29,FRA,USA,2016,Winter,Athens,Boxing,Judo -60kg,Gold
1279,Anna Schmidt,M,36,CHN,BRA,2004,Summer,Tokyo,Swimming,Judo -60kg,Bronze
1280,Anna Schmidt,F,37,UKR,GER,2016,Winter,Athens,Judo,Judo -60kg,Silver
1281,Anna Schmidt,F,20,GER,UKR,2008,Winter,London,Rowing,Lightweight Boxing,Silver
1282,Liu Wei,F,32,CAN,GER,2004,Summer,Rio,Athletics,Judo -60kg,Silver
1283,Liu Wei,M,19,BRA,GER,2000,Summer,Rio,Boxing,Sprint,Gold
1284,Kate Novak,M,38,UKR,CHN,2004,Summer,London,Swimming,100m freestyle,Bronze
1285,Maria Ivanova,F,19,USA,CHN,2008,Summer,Tokyo,Cycling,Double Sculls,Silver
1286,Kate Novak,F,39,GER,UKR,2000,Summer,Rio,Swimming,Marathon,Gold
1287,Carlos Gomez,F,20,CHN,CAN,2012,Summer,Beijing,Swimming,Sprint,Silver
1288,John Doe,F,23,FRA,FRA,2008,Winter,Beijing,Athletics,Judo -60kg,Silver
1289,Anna Schmidt,F,32,UKR,CHN,2000,Summer,Tokyo,Athletics,100m freestyle,Silver
1290,Maria Ivanova,F,27,CHN,FRA,2016,Summer,London,Cycling,Marathon,Gold
1291,John Doe,M,26,GER,CHN,2004,Summer,Athens,Cycling,Sprint,Bronze
1292,Maria Ivanova,F,18,CHN,CHN,2000,Summer,Tokyo,Cycling,Marathon,Bronze
1293,Tom Lee,M,33,UKR,GER,2004,Winter,Athens,Judo,Double Sculls,Bronze
1294,Kate Novak,M,23,GER,UKR,2016,Summer,Tokyo,Judo,Lightweight Boxing,
1295,Liu Wei,F,26,USA,GER,2000,Summer,Beijing,Athletics,Judo -60kg,Silver
1296,Anna Schmidt,F,21,UKR,BRA,2012,Summer,London,Athletics,Sprint,Bronze
1297,Kate Novak,M,19,BRA,GER,2008,Summer,Beijing,Cycling,Sprint,
1298,John Doe,F,21,CAN,FRA,2000,Summer,London,Judo,100m freestyle,Silver
1299,Tom Lee,F,18,UKR,FRA,2016,Summer,Athens,Boxing,100m freestyle,Bronze
1300,Tom Lee,M,36,GER,BRA,2000,Summer,Tokyo,Judo,100m freestyle,Silver
1301,Tom Lee,M,27,FRA,USA,2004,Winter,Rio,Athletics,Marathon,Silver
1302,John Doe,M,38,CAN,USA,2020,Winter,Rio,Judo,Judo -60kg,
1303,John Doe,F,32,UKR,BRA,2000,Summer,London,Athletics,Marathon,Gold
1304,John Doe,M,39,USA,BRA,2012,Winter,London,Cycling,Judo -60kg,Silver
1305,John Doe,F,36,FRA,GER,2000,Summer,Beijing,Cycling,Sprint,Gold
1306,Tom Lee,M,33,USA,BRA,2008,Summer,Rio,Cycling,Marathon,Silver
1307,Tom Lee,M,38,BRA,UKR,2000,Summer,Beijing,Boxing,Marathon,Gold
1308,Maria Ivanova,M,39,FRA,USA,2020,Summer,Athens,Boxing,Marathon,Bronze
1309,Kate Novak,F,21,CHN,USA,2004,Summer,Rio,Athletics,Lightweight Boxing,
1310,Anna Schmidt,F,19,FRA,CAN,2000,Summer,Athens,Swimming,Double Sculls,
1311,Liu Wei,M,30,CAN,BRA,2012,Summer,Tokyo,Rowing,Judo -60kg,Silver
1312,Tom Lee,M,18,FRA,CHN,2016,Summer,Beijing,Boxing,Judo -60kg,
1313,Liu Wei,M,34,GER,CHN,2000,Summer,London,Athletics,Marathon,Bronze
1314,Kate Novak,F,30,GER,BRA,2000,Summer,Rio,Judo,Lightweight Boxing,Silver
1315,Kate Novak,M,21,CHN,UKR,2008,Winter,Beijing,Cycling,Marathon,
1316,Liu Wei,F,24,FRA,CHN,2012,Summer,London,Cycling,Judo -60kg,Bronze
1317,Tom Lee,M,34,USA,CAN,2020,Summer,Tokyo,Cycling,Double Sculls,Bronze
1318,Liu Wei,M,26,USA,FRA,2016,Summer,Rio,Athletics,Double Sculls,Gold
1319,Maria Ivanova,M,21,UKR,BRA,2004,Summer,Athens,Cycling,Sprint,Silver
1320,Carlos Gomez,M,36,BRA,UKR,2000,Summer,Tokyo,Boxing,Lightweight Boxing,
1321,Tom Lee,M,18,CAN,UKR,2020,Summer,London,Judo,Double Sculls,Bronze
1322,Tom Lee,M,27,BRA,GER,2016,Winter,Rio,Cycling,Lightweight Boxing,Bronze
1323,Anna Schmidt,F,21,FRA,UKR,2004,Summer,Rio,Athletics,Marathon,Bronze
1324,John Doe,M,26,BRA,CHN,2020,Winter,Tokyo,Judo,Sprint,
1325,Carlos Gomez,F,30,UKR,FRA,2012,Summer,Rio,Cycling,Judo -60kg,Silver
1326,Kate Novak,M,31,BRA,CHN,2012,Summer,London,Swimming,Double Sculls,Bronze
1327,Tom Lee,M,27,CHN,BRA,2016,Winter,Tokyo,Cycling,Double Sculls,Gold
1328,Liu Wei,F,23,UKR,FRA,2004,Summer,Athens,Rowing,100m freestyle,Bronze
1329,Carlos Gomez,M,33,CHN,BRA,2012,Summer,Tokyo,Boxing,Judo -60kg,Bronze
1330,Anna Schmidt,F,23,FRA,UKR,2016,Summer,Tokyo,Judo,Double Sculls,Gold
1331,Kate Novak,F,34,UKR,CAN,2012,Winter,Athens,Boxing,Double Sculls,Bronze
1332,John Doe,M,27,FRA,USA,2012,Summer,London,Swimming,Judo -60kg,Silver
1333,John Doe,F,35,FRA,FRA,2020,Summer,Beijing,Swimming,Sprint,Gold
1334,Anna Schmidt,F,39,BRA,GER,2020,Summer,Beijing,Rowing,Lightweight Boxing,Silver
1335,Anna Schmidt,M,35,CHN,USA,2012,Winter,Athens,Boxing,Judo -60kg,Gold
1336,Liu Wei,F,20,FRA,UKR,2008,Summer,London,Judo,Lightweight Boxing,Silver
1337,Tom Lee,M,37,CHN,UKR,2020,Summer,Rio,Swimming,Sprint,Silver
1338,John Doe,M,38,CHN,USA,2004,Summer,Athens,Swimming,Sprint,Bronze
1339,Kate Novak,M,32,UKR,GER,2016,Summer,Beijing,Cycling,Marathon,
1340,Carlos Gomez,M,32,GER,FRA,2016,Summer,London,Rowing,100m freestyle,Bronze
1341,Kate Novak,F,21,BRA,FRA,2004,Summer,Tokyo,Athletics,Sprint,Gold
1342,Maria Ivanova,M,26,FRA,USA,2004,Summer,London,Swimming,Sprint,
1343,Maria Ivanova,M,36,CHN,BRA,2004,Summer,London,Judo,Lightweight Boxing,Bronze
1344,Anna Schmidt,F,34,CAN,CHN,2004,Winter,Beijing,Judo,Sprint,Gold
1345,Liu Wei,M,28,GER,CAN,2000,Summer,Beijing,Cycling,Judo -60kg,
1346,Maria Ivanova,M,26,FRA,BRA,2016,Winter,Rio,Judo,Marathon,Gold
1347,John Doe,F,27,CAN,FRA,2000,Summer,Rio,Cycling,Marathon,Bronze
1348,Kate Novak,F,35,BRA,CHN,2012,Winter,Athens,Swimming,Judo -60kg,Silver
1349,Kate Novak,F,37,BRA,CAN,2012,Summer,Tokyo,Swimming,Double Sculls,Silver
1350,Anna Schmidt,F,30,CHN,CAN,2016,Summer,Rio,Swimming,Sprint,
1351,Tom Lee,F,25,CHN,CAN,2012,Winter,Beijing,Swimming,100m freestyle,Silver
1352,Tom Lee,F,24,FRA,UKR,2004,Winter,London,Athletics,Sprint,Gold
1353,Carlos Gomez,F,34,UKR,CAN,2000,Summer,Athens,Rowing,Marathon,
1354,Anna Schmidt,M,38,GER,GER,2004,Summer,Rio,Rowing,100m freestyle,
1355,Carlos Gomez,F,32,FRA,USA,2012,Summer,London,Athletics,Double Sculls,Bronze
1356,Tom Lee,F,37,GER,FRA,2020,Summer,London,Swimming,Lightweight Boxing,Silver
1357,Anna Schmidt,F,32,CHN,GER,2000,Summer,Rio,Judo,Lightweight Boxing,Gold
1358,Anna Schmidt,M,18,BRA,USA,2004,Summer,Tokyo,Cycling,Sprint,
1359,Anna Schmidt,M,31,CHN,BRA,2016,Winter,Tokyo,Rowing,Sprint,Gold
1360,Tom Lee,F,22,BRA,BRA,2004,Summer,Athens,Boxing,100m freestyle,Gold
1361,Carlos Gomez,F,28,FRA,USA,2020,Summer,Tokyo,Cycling,100m freestyle,Bronze
1362,Carlos Gomez,F,33,BRA,GER,2012,Summer,Athens,Boxing,Double Sculls,Gold
1363,Anna Schmidt,M,19,CHN,USA,2000,Summer,Beijing,Boxing,Sprint,Gold
1364,Maria Ivanova,M,25,USA,CAN,2016,Summer,Rio,Swimming,Marathon,Silver
1365,Liu Wei,F,28,GER,UKR,2000,Summer,London,Boxing,Lightweight Boxing,Gold
1366,Tom Lee,M,35,CAN,FRA,2016,Summer,Athens,Swimming,Double Sculls,Gold
1367,Liu Wei,F,20,BRA,BRA,2000,Winter,Tokyo,Athletics,100m freestyle,Gold
1368,Liu Wei,M,18,BRA,FRA,2012,Summer,Athens,Judo,Marathon,Gold
1369,Carlos Gomez,M,28,USA,UKR,2016,Summer,Athens,Boxing,Sprint,Bronze
1370,Carlos Gomez,F,33,FRA,CAN,2008,Summer,Tokyo,Judo,Judo -60kg,
1371,Maria Ivanova,F,35,FRA,CAN,2000,Winter,Tokyo,Swimming,100m freestyle,Silver
1372,Liu Wei,F,33,FRA,BRA,2000,Summer,Rio,Boxing,Double Sculls,Bronze
1373,Liu Wei,F,27,CAN,BRA,2004,Summer,London,Cycling,Judo -60kg,Gold
1374,Anna Schmidt,M,35,UKR,CAN,2016,Summer,Rio,Athletics,Marathon,Gold
1375,Carlos Gomez,M,23,USA,CHN,2020,Winter,Rio,Rowing,Lightweight Boxing,Silver
1376,Liu Wei,M,36,CAN,FRA,2008,Summer,Tokyo,Athletics,Marathon,Bronze
1377,Kate Novak,F,21,USA,UKR,2012,Summer,Tokyo,Boxing,Lightweight Boxing,Bronze
1378,Maria Ivanova,M,30,BRA,FRA,2004,Winter,London,Athletics,Marathon,Bronze
1379,Kate Novak,F,31,GER,UKR,2008,Summer,Athens,Rowing,100m freestyle,Silver
1380,Kate Novak,M,20,USA,CHN,2016,Summer,Rio,Cycling,100m freestyle,Gold
1381,Tom Lee,F,27,UKR,GER,2008,Summer,London,Judo,Double Sculls,
1382,Tom Lee,F,23,CHN,UKR,2000,Summer,Rio,Cycling,Judo -60kg,Silver
1383,Maria Ivanova,M,18,CAN,FRA,2000,Summer,Athens,Athletics,Marathon,Bronze
1384,Kate Novak,F,31,USA,USA,2004,Summer,Rio,Rowing,Marathon,Bronze
1385,Liu Wei,F,25,USA,CAN,2016,Summer,Beijing,Judo,Judo -60kg,Bronze
1386,Carlos Gomez,M,36,UKR,CAN,2016,Summer,London,Rowing,Sprint,
1387,Maria Ivanova,F,31,GER,CHN,2008,Winter,Tokyo,Cycling,Double Sculls,
1388,Anna Schmidt,F,27,USA,UKR,2004,Summer,Rio,Swimming,Marathon,Bronze
1389,Kate Novak,F,34,USA,GER,2016,Summer,London,Swimming,Double Sculls,Bronze
1390,Maria Ivanova,M,26,GER,UKR,2020,Summer,London,Judo,Marathon,Silver
1391,John Doe,M,23,UKR,CAN,2020,Summer,Rio,Judo,Marathon,
1392,John Doe,F,28,CAN,BRA,2000,Summer,Tokyo,Judo,Sprint,Silver
1393,Tom Lee,M,24,CAN,USA,2008,Summer,Tokyo,Swimming,100m freestyle,Gold
1394,Carlos Gomez,F,34,USA,CHN,2012,Winter,Rio,Cycling,Double Sculls,Silver
1395,Liu Wei,F,18,GER,BRA,2000,Summer,London,Judo,Judo -60kg,Gold
1396,Carlos Gomez,F,39,USA,FRA,2004,Winter,Tokyo,Swimming,Double Sculls,Bronze
1397,Carlos Gomez,F,22,FRA,GER,2016,Winter,Rio,Judo,Sprint,Bronze
1398,Carlos Gomez,F,26,CHN,BRA,2000,Summer,Rio,Judo,Lightweight Boxing,Silver
1399,Carlos Gomez,M,35,CAN,FRA,2012,Summer,Rio,Rowing,Lightweight Boxing,Gold
1400,Anna Schmidt,F,38,FRA,BRA,2012,Winter,London,Judo,Sprint,
1401,Anna Schmidt,M,19,BRA,GER,2020,Winter,Tokyo,Swimming,Sprint,
1402,Tom Lee,M,28,CHN,BRA,2004,Summer,London,Cycling,100m freestyle,
1403,Maria Ivanova,F,23,USA,CHN,2000,Summer,Beijing,Swimming,Double Sculls,Silver
1404,John Doe,F,25,UKR,CAN,2008,Summer,Tokyo,Swimming,Double Sculls,
1405,Carlos Gomez,M,21,CAN,UKR,2000,Winter,London,Judo,Lightweight Boxing,Silver
1406,Tom Lee,M,35,BRA,BRA,2020,Summer,Tokyo,Rowing,Judo -60kg,Gold
1407,Maria Ivanova,M,28,CHN,CHN,2012,Summer,Beijing,Boxing,Double Sculls,Gold
1408,John Doe,F,22,CAN,UKR,2004,Winter,Athens,Boxing,Marathon,Silver
1409,Kate Novak,M,32,GER,FRA,2004,Summer,Rio,Boxing,Marathon,Gold
1410,Liu Wei,F,35,UKR,UKR,2008,Summer,London,Swimming,100m freestyle,
1411,Anna Schmidt,F,19,CHN,FRA,2004,Summer,Beijing,Judo,100m freestyle,Gold
1412,Kate Novak,F,39,GER,BRA,2020,Winter,Beijing,Boxing,Lightweight Boxing,Silver
1413,John Doe,M,28,FRA,CHN,2020,Summer,Tokyo,Athletics,Judo -60kg,Silver
1414,Kate Novak,F,30,USA,CAN,2020,Summer,Tokyo,Athletics,Judo -60kg,Silver
1415,Liu Wei,F,21,GER,BRA,2004,Summer,Rio,Athletics,Sprint,Bronze
1416,Tom Lee,F,39,CHN,FRA,2004,Summer,Tokyo,Cycling,100m freestyle,Gold
1417,John Doe,F,24,CHN,GER,2020,Summer,London,Judo,Double Sculls,
1418,Kate Novak,F,28,FRA,UKR,2004,Summer,London,Swimming,Marathon,Silver
1419,Anna Schmidt,M,39,USA,BRA,2004,Summer,London,Swimming,Double Sculls,Bronze
1420,Anna Schmidt,F,21,GER,FRA,2012,Winter,Athens,Judo,Marathon,Bronze
1421,Maria Ivanova,F,32,GER,UKR,2000,Winter,London,Rowing,Lightweight Boxing,
1422,Kate Novak,M,18,USA,FRA,2016,Summer,Tokyo,Rowing,Marathon,
1423,Carlos Gomez,F,20,GER,CHN,2004,Summer,Tokyo,Cycling,Double Sculls,Bronze
1424,Kate Novak,M,31,CAN,USA,2016,Summer,London,Judo,Double Sculls,Silver
1425,Tom Lee,F,23,USA,BRA,2016,Winter,Beijing,Rowing,Judo -60kg,Bronze
1426,John Doe,M,35,UKR,CAN,2012,Summer,Beijing,Cycling,Judo -60kg,
1427,John Doe,M,18,CHN,BRA,2004,Summer,Beijing,Boxing,100m freestyle,
1428,Tom Lee,F,23,UKR,UKR,2020,Summer,Rio,Boxing,Double Sculls,Gold
1429,Kate Novak,F,23,CAN,CHN,2016,Summer,Athens,Cycling,Lightweight Boxing,Silver
1430,Tom Lee,F,38,FRA,FRA,2004,Summer,London,Judo,Marathon,
1431,Liu Wei,M,33,CAN,GER,2008,Summer,Rio,Boxing,100m freestyle,Silver
1432,Tom Lee,M,22,BRA,CAN,2020,Summer,Beijing,Judo,Sprint,Silver
1433,Anna Schmidt,M,34,BRA,CHN,2008,Summer,London,Rowing,Sprint,Silver
1434,Tom Lee,F,27,BRA,BRA,2008,Summer,Rio,Boxing,Marathon,Bronze
1435,John Doe,M,38,USA,GER,2016,Summer,Tokyo,Rowing,Marathon,
1436,Anna Schmidt,M,35,GER,CHN,2008,Summer,Beijing,Judo,Marathon,Silver
1437,John Doe,F,24,CAN,USA,2012,Summer,Rio,Judo,Judo -60kg,Gold
1438,Maria Ivanova,M,20,UKR,CAN,2012,Summer,Tokyo,Athletics,Marathon,Gold
1439,Carlos Gomez,M,30,FRA,UKR,2016,Summer,Beijing,Cycling,Sprint,Gold
1440,John Doe,F,32,UKR,CHN,2004,Summer,Athens,Swimming,Marathon,Bronze
1441,Anna Schmidt,M,37,UKR,CHN,2000,Summer,Beijing,Cycling,Double Sculls,Bronze
1442,Maria Ivanova,F,36,UKR,USA,2004,Summer,Athens,Judo,Lightweight Boxing,Gold
1443,John Doe,F,20,FRA,BRA,2004,Summer,Athens,Judo,Sprint,Bronze
1444,Liu Wei,F,21,BRA,FRA,2004,Winter,Athens,Cycling,Lightweight Boxing,Bronze
1445,Tom Lee,F,22,UKR,FRA,2004,Summer,London,Judo,Sprint,Silver
1446,Carlos Gomez,F,18,FRA,CAN,2020,Summer,London,Rowing,100m freestyle,Silver
1447,John Doe,M,21,FRA,CAN,2000,Summer,Athens,Boxing,Double Sculls,
1448,Maria Ivanova,M,29,GER,UKR,2020,Summer,Tokyo,Judo,Sprint,Silver
1449,Liu Wei,F,27,FRA,CHN,2008,Summer,Athens,Cycling,Double Sculls,
1450,Kate Novak,F,38,BRA,GER,2004,Summer,Rio,Cycling,Sprint,Silver
1451,Maria Ivanova,M,37,UKR,CHN,2012,Summer,Athens,Cycling,Lightweight Boxing,
1452,Tom Lee,F,30,FRA,FRA,2016,Summer,London,Athletics,Lightweight Boxing,
1453,Maria Ivanova,F,31,USA,UKR,2016,Summer,London,Rowing,Sprint,Bronze
1454,Liu Wei,F,22,FRA,CHN,2020,Winter,Rio,Rowing,Sprint,
1455,Maria Ivanova,M,21,CHN,USA,2020,Winter,Rio,Athletics,Judo -60kg,
1456,Liu Wei,M,31,CHN,FRA,2012,Summer,Beijing,Rowing,Double Sculls,Bronze
1457,John Doe,F,27,CHN,CHN,2004,Summer,Tokyo,Athletics,Double Sculls,Gold
1458,Liu Wei,F,34,FRA,CHN,2000,Summer,Tokyo,Rowing,Double Sculls,Silver
1459,Liu Wei,M,27,BRA,FRA,2008,Summer,Tokyo,Athletics,Double Sculls,
1460,Carlos Gomez,M,24,UKR,GER,2016,Summer,London,Athletics,100m freestyle,Bronze
1461,Liu Wei,F,33,CAN,FRA,2008,Summer,Tokyo,Rowing,100m freestyle,Gold
1462,Liu Wei,F,18,CAN,USA,2000,Summer,Beijing,Athletics,Marathon,Gold
1463,Kate Novak,M,34,CAN,USA,2020,Summer,Beijing,Rowing,Sprint,Bronze
